customer_id,segment_true,age,gender,income,region,tenure_years,checking_balance,savings_balance,money_market_balance,cd_balance,mortgage_balance,heloc_balance,auto_loan_balance,personal_loan_balance,credit_card_balance,credit_card_limit,credit_utilization,investment_balance,total_deposits,total_lending,total_relationship_value,product_count,monthly_transactions,avg_transaction_amount,recency_days,branch_visits_monthly,call_center_monthly,digital_score,monthly_logins,mobile_pct,features_adopted,monthly_revenue,annual_revenue,churn_probability,life_stage
B003234,Digital Enthusiasts,32,F,101214,Northeast,5.5,10870.71,8740.95,0.0,0.0,0.0,0.0,0.0,0.0,2438.44,6907.77,0.353,0.0,19611.66,2438.44,22050.1,3,80,68.34,2,0,1,99.1,40,80.7,12,61.51,738.12,0.0773,Pre-Retirement
B003235,Digital Enthusiasts,25,F,84275,Northeast,1.2,8210.74,13161.74,0.0,0.0,0.0,0.0,37087.16,24983.61,3370.5,6128.18,0.55,0.0,21372.48,65441.27,86813.75,5,72,34.52,14,2,1,97.7,30,100.0,10,262.01,3144.12,0.0624,Peak Earning
B003236,Small Business Owners,43,M,211821,Southwest,5.4,15281.13,30914.61,0.0,0.0,231095.44,0.0,10299.31,0.0,15353.42,29639.8,0.518,451891.18,46195.74,256748.17,754835.09,6,90,151.55,1,2,2,46.5,20,34.4,5,467.04,5604.48,0.1035,Peak Earning
B003237,Mature Traditionalists,61,F,66539,Southeast,12.8,14993.12,34978.26,0.0,0.0,0.0,0.0,16363.09,0.0,1360.24,29570.44,0.046,0.0,49971.38,17723.33,67694.71,4,27,122.11,2,4,2,39.7,10,32.4,6,144.48,1733.76,0.0397,Building
B003238,Mature Traditionalists,69,F,80182,Southeast,26.4,40019.59,42263.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82283.04,0.0,82283.04,2,22,201.16,11,5,4,32.8,6,26.2,5,141.0,1692.0,0.0306,Peak Earning
B003239,At-Risk / Disengaging,38,M,39659,West,6.6,1077.38,539.29,0.0,0.0,0.0,0.0,0.0,0.0,11568.14,18809.99,0.615,0.0,1616.67,11568.14,13184.81,3,2,911.21,5,6,0,34.9,7,22.1,4,69.45,833.4,0.358,Peak Earning
B003240,Small Business Owners,37,F,132869,Southeast,3.5,58417.14,29677.73,0.0,0.0,0.0,0.0,0.0,0.0,8213.83,21558.62,0.381,53962.63,88094.87,8213.83,150271.33,4,95,74.01,38,1,0,62.9,19,59.0,8,259.31,3111.72,0.0865,Pre-Retirement
B003241,Digital Enthusiasts,26,F,64631,Midwest,5.3,14525.21,3256.06,0.0,0.0,0.0,0.0,0.0,0.0,6092.19,15079.68,0.404,0.0,17781.27,6092.19,23873.46,3,80,36.47,3,2,2,85.9,19,65.1,8,74.38,892.56,0.0966,Building
B003242,Established Families,44,F,114777,Northeast,9.0,16771.99,11484.79,0.0,0.0,361935.63,0.0,0.0,0.0,8736.58,21732.78,0.402,0.0,28256.78,370672.21,398928.99,4,31,136.05,1,0,0,69.8,20,67.3,7,488.65,5863.8,0.0703,Building
B003243,Wealth Builders,52,F,203628,Midwest,13.9,70710.68,44788.65,0.0,0.0,0.0,0.0,0.0,0.0,432.65,3517.49,0.123,321011.64,115499.33,432.65,436943.62,4,51,130.8,5,2,1,56.2,13,61.8,6,258.75,3105.0,0.0802,Peak Earning
B003244,Young Professionals,28,F,52231,Southwest,1.8,4062.25,7849.38,0.0,0.0,0.0,0.0,0.0,0.0,4352.57,10991.33,0.396,285816.76,11911.63,4352.57,302080.96,4,79,37.04,4,0,0,91.3,30,81.0,10,77.23,926.76,0.1321,Building
B003245,At-Risk / Disengaging,63,M,32434,Midwest,8.5,2928.95,827.74,358.04,0.0,0.0,0.0,0.0,0.0,7224.22,9394.3,0.769,0.0,4114.73,7224.22,11338.95,4,2,497.41,130,6,1,10.0,3,3.4,0,43.37,520.44,0.2923,Building
B003246,Established Families,47,F,106043,West,7.0,6113.68,21436.2,9615.38,0.0,288185.69,0.0,0.0,0.0,1623.4,3846.92,0.422,481630.17,37165.26,289809.09,808604.52,6,50,106.87,0,2,0,46.6,17,51.6,4,394.0,4728.0,0.01,Peak Earning
B003247,Established Families,46,M,150309,Southeast,8.0,22956.47,18547.56,7278.66,9462.0,313521.95,0.0,19978.8,0.0,2790.38,8430.15,0.331,0.0,58244.69,336291.13,394535.82,7,47,140.55,17,1,0,82.1,26,76.7,10,508.59,6103.08,0.0165,Building
B003248,Young Professionals,27,F,74554,Southeast,2.0,9012.55,6735.49,2429.73,0.0,0.0,0.0,0.0,0.0,8349.12,13620.1,0.613,0.0,18177.77,8349.12,26526.89,4,76,30.87,16,2,0,92.6,27,76.4,11,94.89,1138.68,0.1468,Starting Out
B003249,Young Professionals,24,M,48401,Midwest,2.3,9008.6,5668.46,0.0,0.0,0.0,0.0,0.0,17492.69,2235.88,8220.16,0.272,0.0,14677.06,19728.57,34405.63,4,35,67.23,22,1,1,92.2,25,90.2,10,120.87,1450.44,0.1238,Starting Out
B003250,Young Professionals,32,F,69859,Northeast,1.7,5552.8,1139.58,0.0,0.0,0.0,0.0,0.0,16536.36,5380.68,16061.74,0.335,0.0,6692.38,21917.04,28609.42,4,33,96.84,8,0,2,88.6,26,65.4,9,122.0,1464.0,0.0849,Building
B003251,Small Business Owners,57,M,122157,Northeast,13.4,44198.67,17234.44,1785.71,0.0,0.0,0.0,0.0,24567.79,12021.41,29464.23,0.408,0.0,63218.82,36589.2,99808.02,5,105,45.4,5,2,0,75.2,30,66.6,10,315.21,3782.52,0.0627,Retired
B003252,Mature Traditionalists,64,M,67800,Northeast,34.1,17738.0,69523.85,3763.17,0.0,0.0,0.0,0.0,0.0,332.29,10069.35,0.033,319226.63,91025.02,332.29,410583.94,5,17,140.74,1,5,0,38.2,13,37.6,5,198.79,2385.48,0.0212,Starting Out
B003253,Young Professionals,32,F,82508,Midwest,1.4,10929.41,5478.24,0.0,0.0,0.0,0.0,34412.29,0.0,5514.4,17340.88,0.318,252604.78,16407.65,39926.69,308939.12,5,55,70.78,4,0,0,86.8,33,76.5,10,180.02,2160.24,0.1047,Building
B003254,Mature Traditionalists,61,F,60417,West,17.1,24797.07,104877.47,42395.66,44128.87,0.0,0.0,0.0,0.0,1028.26,28562.73,0.036,141536.4,216199.07,1028.26,358763.73,6,28,58.53,37,3,2,24.1,9,19.6,2,466.49,5597.88,0.0329,Building
B003255,Established Families,46,M,73154,Southeast,5.9,15642.22,20145.49,0.0,0.0,0.0,0.0,0.0,0.0,1839.6,4088.01,0.45,0.0,35787.71,1839.6,37627.31,3,49,49.63,2,3,1,57.2,18,61.6,6,82.76,993.12,0.0617,Building
B003256,Wealth Builders,46,F,226989,Midwest,8.3,26322.71,36811.78,0.0,0.0,449706.33,0.0,27200.55,0.0,2206.87,9311.7,0.237,489299.59,63134.49,479113.75,1031547.83,6,57,199.78,6,2,2,60.4,17,69.3,7,675.91,8110.92,0.0318,Retired
B003257,Mature Traditionalists,69,F,63984,Northeast,15.3,42157.36,95762.5,0.0,0.0,0.0,0.0,0.0,0.0,233.97,7089.99,0.033,245868.44,137919.86,233.97,384022.27,4,17,99.35,21,4,1,30.8,10,37.2,1,297.09,3565.08,0.0546,Pre-Retirement
B003258,At-Risk / Disengaging,45,M,34899,Midwest,9.6,971.16,1382.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.93,0.0,2353.93,2,7,130.16,114,3,0,14.9,2,21.9,0,-6.44,-77.28,0.3244,Peak Earning
B003259,At-Risk / Disengaging,48,F,44787,Southeast,7.3,1272.43,168.05,31.75,0.0,0.0,0.0,0.0,0.0,10453.85,11525.74,0.907,0.0,1472.23,10453.85,11926.08,4,3,603.3,27,3,2,24.7,3,23.1,2,67.7,812.4,0.3762,Retired
B003260,Digital Enthusiasts,28,F,66316,Midwest,3.6,5464.2,3526.45,0.0,0.0,0.0,0.0,0.0,0.0,13868.04,28129.9,0.493,0.0,8990.65,13868.04,22858.69,3,109,34.1,11,0,0,88.7,29,63.4,9,119.7,1436.4,0.0996,Starting Out
B003261,Digital Enthusiasts,37,M,117898,Southeast,2.9,15837.91,10284.74,0.0,0.0,0.0,0.0,0.0,0.0,6632.84,19281.51,0.344,0.0,26122.65,6632.84,32755.49,3,105,45.22,16,0,0,97.5,23,86.5,12,107.88,1294.56,0.071,Starting Out
B003262,Digital Enthusiasts,25,F,114427,Northeast,3.7,4400.35,14425.88,0.0,0.0,0.0,0.0,0.0,0.0,3888.35,12151.08,0.32,97705.94,18826.23,3888.35,120420.52,4,114,30.94,22,1,0,95.9,40,77.3,10,83.64,1003.68,0.0848,Building
B003263,Digital Enthusiasts,39,F,60105,West,1.1,12461.43,2159.91,0.0,0.0,181431.61,0.0,0.0,0.0,2488.23,12257.27,0.203,0.0,14621.34,183919.84,198541.18,4,66,44.79,1,2,0,92.3,37,80.7,12,228.64,2743.68,0.0688,Retired
B003264,Wealth Builders,51,F,338888,West,8.6,55497.76,29293.07,0.0,0.0,90358.38,0.0,0.0,0.0,0.0,0.0,0.0,418414.04,84790.83,90358.38,593563.25,4,29,307.85,17,2,2,73.6,24,66.1,10,266.13,3193.56,0.0344,Building
B003265,Wealth Builders,53,M,243282,Northeast,6.2,57651.12,116038.59,0.0,5294.66,0.0,0.0,0.0,0.0,1827.84,18097.43,0.101,244985.31,178984.37,1827.84,425797.52,5,50,138.27,6,4,1,75.9,27,63.9,11,391.23,4694.76,0.0332,Starting Out
B003266,Young Professionals,25,M,88502,Southeast,0.5,11183.49,3496.88,0.0,0.0,0.0,0.0,0.0,11338.28,10777.47,19666.91,0.548,0.0,14680.37,22115.75,36796.12,4,74,36.36,20,3,0,71.3,18,67.9,8,148.42,1781.04,0.0121,Pre-Retirement
B003267,Small Business Owners,45,F,232055,Southwest,13.0,46213.47,31030.67,0.0,0.0,104377.57,0.0,0.0,7748.14,9933.57,18993.44,0.523,222279.46,77244.14,122059.28,421582.88,6,127,77.04,9,4,0,41.0,8,36.8,5,375.05,4500.6,0.0891,Peak Earning
B003268,Mature Traditionalists,75,M,55918,Northeast,33.7,32670.66,41827.19,0.0,0.0,0.0,0.0,0.0,0.0,2565.73,22908.26,0.112,365932.61,74497.85,2565.73,442996.19,4,25,75.18,11,6,0,13.1,0,16.1,1,177.11,2125.32,0.0306,Retired
B003269,Established Families,47,M,115046,West,8.5,5221.27,23255.27,0.0,48480.32,344639.45,0.0,24949.31,0.0,6086.5,20632.2,0.295,315875.28,76956.86,375675.26,768507.4,7,37,150.27,6,5,0,50.8,7,42.3,6,615.58,7386.96,0.0829,Retired
B003270,Mature Traditionalists,73,F,47002,Midwest,23.0,38396.16,74842.85,0.0,0.0,286707.9,0.0,0.0,0.0,2642.94,28116.42,0.094,263043.57,113239.01,289350.84,665633.42,5,15,172.54,20,4,0,31.3,8,14.5,3,551.48,6617.76,0.0417,Building
B003271,Digital Enthusiasts,33,F,80715,Southwest,5.7,15915.4,9923.77,0.0,0.0,0.0,0.0,18368.14,19164.27,6435.37,27268.51,0.236,190628.24,25839.17,43967.78,260435.19,6,95,31.7,12,1,0,99.6,29,72.9,12,242.33,2907.96,0.0974,Retired
B003272,Digital Enthusiasts,31,F,82024,Southeast,5.7,10147.34,5522.93,0.0,0.0,0.0,0.0,17294.85,0.0,6011.24,16933.06,0.355,0.0,15670.27,23306.09,38976.36,4,104,30.22,79,2,1,86.9,29,60.3,9,114.28,1371.36,0.0686,Building
B003273,Wealth Builders,46,M,349691,Midwest,15.5,26596.72,30779.82,0.0,0.0,0.0,0.0,0.0,0.0,3376.2,17863.47,0.189,390054.48,57376.54,3376.2,450807.22,4,58,315.52,1,0,1,69.7,13,49.3,9,164.68,1976.16,0.0313,Peak Earning
B003274,Mature Traditionalists,72,F,74717,Midwest,19.9,16997.37,96271.69,0.0,0.0,0.0,0.0,0.0,0.0,578.55,11126.04,0.052,471516.2,113269.06,578.55,585363.81,4,31,115.33,17,6,1,34.0,5,16.9,2,241.23,2894.76,0.0683,Peak Earning
B003275,Digital Enthusiasts,29,M,93086,Midwest,1.1,3553.69,3452.07,0.0,0.0,0.0,0.0,18568.67,8498.77,6892.27,25621.81,0.269,425261.78,7005.76,33959.71,466227.25,6,99,46.32,15,3,1,94.3,28,89.8,10,152.12,1825.44,0.0766,Building
B003276,Wealth Builders,45,M,197547,Southwest,14.8,61928.25,135176.1,0.0,0.0,0.0,0.0,28541.14,0.0,3936.37,16333.48,0.241,0.0,197104.35,32477.51,229581.86,4,52,102.03,7,1,1,78.1,20,79.2,9,511.33,6135.96,0.01,Building
B003277,Wealth Builders,41,F,179620,Midwest,10.8,30907.73,122269.44,0.0,0.0,0.0,0.0,0.0,0.0,2175.65,9141.37,0.238,0.0,153177.17,2175.65,155352.82,3,32,340.72,19,0,2,82.0,18,72.4,9,337.86,4054.32,0.0305,Peak Earning
B003278,Established Families,38,F,112485,Southwest,8.6,8583.5,19751.94,0.0,0.0,164011.03,0.0,0.0,0.0,6410.21,21803.44,0.294,0.0,28335.44,170421.24,198756.68,4,42,122.25,17,1,0,80.7,26,66.5,9,270.96,3251.52,0.01,Pre-Retirement
B003279,Digital Enthusiasts,36,M,119244,West,5.4,14443.42,12467.85,0.0,0.0,0.0,0.0,0.0,6035.49,6070.12,26277.59,0.231,0.0,26911.27,12105.61,39016.88,4,49,162.08,8,0,2,90.5,32,84.2,9,124.24,1490.88,0.0562,Peak Earning
B003280,Wealth Builders,47,F,201080,Southwest,19.8,30187.4,148889.0,0.0,0.0,137945.67,75756.87,0.0,0.0,1485.24,15800.4,0.094,392505.82,179076.4,215187.78,786770.0,6,46,267.89,17,2,1,65.0,18,73.0,8,693.39,8320.68,0.0545,Pre-Retirement
B003281,Young Professionals,26,F,67808,Northeast,3.7,3778.44,1002.09,87.82,49752.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54621.3,0.0,54621.3,4,76,54.84,24,2,2,76.0,19,72.6,9,98.51,1182.12,0.106,Starting Out
B003282,Wealth Builders,50,M,140277,Midwest,14.4,20506.82,50462.16,0.0,0.0,0.0,0.0,0.0,0.0,1123.24,14587.51,0.077,56986.72,70968.98,1123.24,129078.94,4,46,185.93,11,2,1,85.8,23,76.3,9,169.38,2032.56,0.0116,Retired
B003283,Mature Traditionalists,76,F,44021,Southwest,31.8,19379.98,42132.53,0.0,0.0,421945.78,0.0,0.0,0.0,953.39,22699.7,0.042,201992.43,61512.51,422899.17,686404.11,5,17,101.41,4,3,1,19.2,5,31.5,2,568.95,6827.4,0.044,Retired
B003284,Digital Enthusiasts,33,M,71003,Southeast,1.4,8541.46,7370.16,0.0,0.0,0.0,0.0,0.0,0.0,7499.44,15462.76,0.485,0.0,15911.62,7499.44,23411.06,3,46,59.8,13,2,1,91.4,29,65.5,10,81.47,977.64,0.1147,Starting Out
B003285,Young Professionals,32,M,51997,Northeast,2.4,6179.97,7070.7,0.0,0.0,0.0,0.0,19389.87,0.0,2827.05,10280.19,0.275,0.0,13250.67,22216.92,35467.59,4,34,41.56,15,2,1,85.2,17,67.3,11,94.69,1136.28,0.09,Retired
B003286,Young Professionals,24,M,81278,West,2.9,3999.96,4291.12,0.0,0.0,0.0,0.0,36338.81,0.0,2501.84,3866.83,0.647,0.0,8291.08,38840.65,47131.73,4,63,45.16,0,1,0,82.8,24,85.5,10,130.22,1562.64,0.1458,Building
B003287,Established Families,43,F,75553,Southwest,9.5,12752.46,7880.13,0.0,0.0,112602.77,0.0,0.0,0.0,7688.66,25459.15,0.302,0.0,20632.59,120291.43,140924.02,4,36,118.07,2,1,3,79.9,22,72.0,11,204.11,2449.32,0.0729,Building
B003288,Established Families,45,M,82740,Midwest,5.1,14080.67,8938.42,4419.22,0.0,0.0,0.0,0.0,0.0,5310.42,26031.45,0.204,358338.58,27438.31,5310.42,391087.31,5,57,51.63,11,3,0,65.6,18,54.8,6,106.31,1275.72,0.0215,Pre-Retirement
B003289,Mature Traditionalists,65,F,79121,Northeast,33.1,31278.4,18035.89,6300.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55614.91,0.0,55614.91,3,16,189.94,8,3,2,36.2,1,41.2,4,99.04,1188.48,0.0297,Retired
B003290,Small Business Owners,55,F,94942,West,3.0,19393.79,11023.49,0.0,0.0,102162.77,0.0,0.0,0.0,3498.76,6491.2,0.539,154442.64,30417.28,105661.53,290521.45,5,118,22.25,2,4,1,40.9,11,39.6,3,196.94,2363.28,0.1079,Peak Earning
B003291,Small Business Owners,42,M,194205,Southeast,5.8,51295.98,17563.92,1068.78,0.0,0.0,0.0,0.0,0.0,4240.75,8298.92,0.511,0.0,69928.68,4240.75,74169.43,4,144,73.37,29,2,2,56.8,21,52.9,6,170.44,2045.28,0.1284,Pre-Retirement
B003292,Small Business Owners,32,F,88228,Southeast,12.1,46410.25,30354.13,0.0,0.0,0.0,0.0,39331.8,15641.79,1881.21,3199.34,0.588,94480.45,76764.38,56854.8,228099.63,6,53,92.37,26,5,1,43.0,15,26.5,3,339.87,4078.44,0.088,Building
B003293,Digital Enthusiasts,32,M,66032,Midwest,2.7,12687.66,3509.53,0.0,0.0,0.0,0.0,0.0,0.0,1721.45,7484.55,0.23,0.0,16197.19,1721.45,17918.64,3,115,18.49,0,3,3,93.2,26,92.0,12,34.6,415.2,0.0394,Starting Out
B003294,Established Families,45,M,100784,Southwest,7.5,12492.06,13607.98,0.0,0.0,0.0,0.0,36020.51,0.0,0.0,0.0,0.0,0.0,26100.04,36020.51,62120.55,3,60,89.1,21,1,1,84.3,20,78.6,9,135.53,1626.36,0.0381,Building
B003295,Established Families,49,M,106745,Northeast,8.6,19692.47,9749.9,4847.2,0.0,248306.42,0.0,0.0,5150.04,4744.21,13711.59,0.346,0.0,34289.57,258200.67,292490.24,6,33,101.05,5,3,1,60.9,22,54.5,4,368.29,4419.48,0.0568,Retired
B003296,Young Professionals,28,F,84796,Southeast,1.3,8957.18,5937.25,0.0,0.0,0.0,0.0,7890.89,9314.89,3346.59,11579.89,0.289,0.0,14894.43,20552.37,35446.8,5,25,96.46,9,0,0,83.5,26,74.2,11,120.76,1449.12,0.0711,Starting Out
B003297,Small Business Owners,55,M,240886,Southwest,11.2,15129.24,25327.51,0.0,0.0,0.0,0.0,11866.7,0.0,9762.4,18281.65,0.534,165018.82,40456.75,21629.1,227104.67,5,135,96.72,1,1,0,45.2,14,46.4,6,200.65,2407.8,0.0786,Peak Earning
B003298,Digital Enthusiasts,27,F,95238,West,1.2,10039.69,3214.1,0.0,0.0,385961.66,0.0,0.0,0.0,0.0,0.0,0.0,14749.3,13253.79,385961.66,413964.75,4,96,47.78,14,0,1,94.0,29,85.6,11,422.29,5067.48,0.0529,Peak Earning
B003299,Digital Enthusiasts,36,M,118952,Northeast,0.7,3664.11,8211.14,0.0,0.0,0.0,0.0,16831.59,4169.8,0.0,0.0,0.0,94884.48,11875.25,21001.39,127761.12,5,79,86.04,18,0,0,91.0,30,83.0,9,95.59,1147.08,0.0682,Peak Earning
B003300,Established Families,42,F,78851,Northeast,8.1,10851.68,16693.37,0.0,0.0,0.0,0.0,16706.09,0.0,8925.43,28884.89,0.309,0.0,27545.05,25631.52,53176.57,4,61,85.68,18,0,0,73.1,23,70.3,10,167.89,2014.68,0.036,Building
B003301,Mature Traditionalists,69,M,44238,Southwest,13.5,34407.32,105855.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140262.6,0.0,140262.6,2,18,96.11,6,5,1,31.5,8,35.3,4,269.95,3239.4,0.038,Pre-Retirement
B003302,Established Families,42,F,114615,Northeast,9.0,22659.37,22170.98,0.0,0.0,248275.08,0.0,25065.8,0.0,2024.18,5591.65,0.362,0.0,44830.35,275365.06,320195.41,5,66,84.2,11,2,1,47.6,11,39.1,3,418.31,5019.72,0.0543,Building
B003303,Digital Enthusiasts,28,F,127241,Midwest,2.5,15968.88,12194.07,0.0,0.0,317857.84,0.0,0.0,0.0,12652.61,27446.0,0.461,0.0,28162.95,330510.45,358673.4,4,76,100.63,39,0,1,96.8,30,71.0,11,466.48,5597.76,0.1322,Building
B003304,Mature Traditionalists,71,M,70506,Northeast,19.4,21694.1,32153.77,0.0,0.0,284945.74,0.0,0.0,0.0,599.25,16645.78,0.036,0.0,53847.87,285544.99,339392.86,4,24,76.08,2,6,1,18.6,5,10.9,2,387.52,4650.24,0.0619,Starting Out
B003305,Wealth Builders,53,M,228533,Midwest,7.1,48363.88,85405.86,0.0,0.0,83694.93,0.0,0.0,0.0,1821.78,21949.21,0.083,396449.01,133769.74,85516.71,615735.46,5,35,191.36,2,4,0,50.4,16,44.3,7,384.81,4617.72,0.0934,Retired
B003306,Established Families,38,M,151621,Midwest,3.1,15082.67,16900.18,0.0,0.0,231767.59,0.0,0.0,0.0,4070.6,10384.18,0.392,79396.68,31982.85,235838.19,347217.72,5,92,78.14,9,5,0,49.4,20,44.9,4,331.64,3979.68,0.0234,Peak Earning
B003307,At-Risk / Disengaging,62,F,34354,Northeast,2.4,2838.33,128.93,30.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.59,0.0,2997.59,3,12,99.42,38,5,0,12.9,1,6.6,0,-12.38,-148.56,0.3462,Peak Earning
B003308,Established Families,34,M,96781,Southwest,11.0,11311.33,15461.15,0.0,0.0,375336.81,36289.47,0.0,0.0,5849.66,17306.69,0.338,0.0,26772.48,417475.94,444248.42,5,84,39.98,1,3,2,63.9,16,55.8,8,539.09,6469.08,0.1008,Pre-Retirement
B003309,Established Families,49,F,122932,Southeast,10.1,13049.56,19683.89,0.0,0.0,175394.64,0.0,18110.98,0.0,4889.86,20719.76,0.236,0.0,32733.45,198395.48,231128.93,5,95,62.13,22,2,0,76.6,23,59.5,8,323.31,3879.72,0.0806,Peak Earning
B003310,Mature Traditionalists,57,M,64778,Southeast,25.1,12096.62,16538.62,3600.87,0.0,347757.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32236.11,347757.6,379993.71,4,12,319.47,31,4,2,35.9,6,32.6,5,393.8,4725.6,0.0907,Peak Earning
B003311,Mature Traditionalists,75,F,54723,Southeast,16.0,38615.67,89602.53,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,10376.0,0.125,0.0,128218.2,1297.0,129515.2,3,34,54.36,2,5,0,27.6,9,31.8,3,268.19,3218.28,0.0262,Peak Earning
B003312,At-Risk / Disengaging,58,F,25786,West,7.7,856.29,62.49,0.0,0.0,0.0,0.0,0.0,0.0,17993.0,27138.77,0.663,0.0,918.78,17993.0,18911.78,3,2,606.71,17,8,2,16.6,0,18.1,1,98.67,1184.04,0.4112,Starting Out
B003313,At-Risk / Disengaging,38,M,51993,West,4.1,2694.47,1182.83,0.0,0.0,0.0,0.0,0.0,0.0,19947.33,24779.29,0.805,0.0,3877.3,19947.33,23824.63,3,4,489.14,133,5,1,25.1,10,44.2,2,130.56,1566.72,0.3514,Pre-Retirement
B003314,Young Professionals,29,F,60575,Southeast,2.2,11420.15,7393.08,0.0,0.0,0.0,0.0,0.0,0.0,3947.98,8792.83,0.449,0.0,18813.23,3947.98,22761.21,3,70,50.38,1,2,1,84.8,24,90.9,9,64.43,773.16,0.1021,Building
B003315,Young Professionals,23,F,54010,West,0.6,3640.58,5531.71,0.0,0.0,0.0,0.0,23528.47,0.0,3612.47,9456.73,0.382,0.0,9172.29,27140.94,36313.23,4,46,71.7,12,4,2,73.4,15,53.7,10,91.81,1101.72,0.128,Starting Out
B003316,Young Professionals,32,F,78584,West,3.4,6856.38,6327.04,0.0,0.0,0.0,0.0,0.0,0.0,10768.47,19437.68,0.554,104341.67,13183.42,10768.47,128293.56,4,47,51.01,8,0,0,97.8,29,100.0,11,122.78,1473.36,0.0964,Building
B003317,Mature Traditionalists,68,F,52527,Southeast,31.3,10612.7,73052.29,0.0,26119.25,0.0,0.0,0.0,0.0,1001.05,13000.63,0.077,338626.76,109784.24,1001.05,449412.05,5,11,131.2,0,7,1,27.5,5,16.4,3,233.09,2797.08,0.0869,Building
B003318,Wealth Builders,46,M,213863,Northeast,6.1,72526.22,68545.32,0.0,0.0,332533.28,0.0,0.0,0.0,1170.72,21679.98,0.054,0.0,141071.54,333704.0,474775.54,4,31,375.19,51,2,2,67.6,21,60.3,8,630.72,7568.64,0.01,Building
B003319,Established Families,49,M,124671,Northeast,9.5,8912.76,5872.11,1816.47,0.0,0.0,0.0,35468.72,0.0,1717.28,4098.53,0.419,0.0,16601.34,37186.0,53787.34,5,33,243.91,31,1,0,55.4,23,61.4,4,140.25,1683.0,0.063,Starting Out
B003320,Digital Enthusiasts,29,M,120775,Southeast,5.4,7933.32,9342.89,2081.19,0.0,0.0,0.0,0.0,0.0,4889.42,11450.64,0.427,0.0,19357.4,4889.42,24246.82,4,43,126.45,2,0,2,86.7,30,78.6,11,75.72,908.64,0.1501,Starting Out
B003321,Digital Enthusiasts,23,M,58041,Southwest,4.4,16286.41,11452.05,0.0,0.0,0.0,0.0,39148.96,0.0,0.0,0.0,0.0,0.0,27738.46,39148.96,66887.42,3,52,59.95,10,0,1,96.9,38,92.9,9,148.3,1779.6,0.0716,Peak Earning
B003322,Young Professionals,29,M,76457,Southeast,2.2,2343.15,582.92,0.0,0.0,0.0,0.0,16139.07,0.0,0.0,0.0,0.0,0.0,2926.07,16139.07,19065.14,3,78,34.42,13,2,1,97.0,27,87.4,11,33.0,396.0,0.1123,Starting Out
B003323,At-Risk / Disengaging,40,M,33353,West,5.4,2700.85,313.07,43.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057.36,0.0,3057.36,3,10,95.3,215,6,0,10.1,0,18.7,0,-15.83,-189.96,0.38,Peak Earning
B003324,Established Families,44,M,121423,Southeast,5.9,14621.01,22046.3,0.0,0.0,122945.82,0.0,0.0,0.0,3749.0,8027.83,0.467,455796.97,36667.31,126694.82,619159.1,5,64,57.51,31,3,1,45.9,17,39.2,5,235.39,2824.68,0.0264,Building
B003325,Digital Enthusiasts,22,F,74043,West,4.4,13985.7,12531.69,0.0,35531.73,0.0,0.0,0.0,0.0,8816.64,29988.56,0.294,0.0,62049.12,8816.64,70865.76,4,76,35.78,1,0,3,85.8,37,75.7,10,187.21,2246.52,0.1134,Building
B003326,Mature Traditionalists,76,M,77429,Northeast,31.7,38500.75,69829.73,0.0,0.0,345017.7,19590.53,0.0,0.0,601.48,20740.85,0.029,126057.89,108330.48,365209.71,599598.08,6,29,111.67,1,6,1,19.1,11,17.5,2,616.21,7394.52,0.0272,Starting Out
B003327,Established Families,41,M,153691,Northeast,7.8,16521.12,15368.85,0.0,0.0,0.0,0.0,0.0,0.0,7188.81,14791.79,0.486,0.0,31889.97,7188.81,39078.78,3,67,109.48,6,0,1,73.0,12,72.1,8,122.12,1465.44,0.0534,Peak Earning
B003328,Mature Traditionalists,76,F,40162,West,16.3,39177.02,110952.15,0.0,0.0,205077.46,0.0,0.0,0.0,437.71,4757.77,0.092,0.0,150129.17,205515.17,355644.34,4,25,95.92,22,6,0,22.8,5,8.2,3,509.96,6119.52,0.0547,Building
B003329,Small Business Owners,38,M,145618,Southeast,8.6,17296.29,22154.97,0.0,0.0,0.0,0.0,19978.07,0.0,4109.87,11321.96,0.363,0.0,39451.26,24087.94,63539.2,4,96,99.17,0,3,2,42.8,10,33.0,5,153.63,1843.56,0.0942,Pre-Retirement
B003330,Mature Traditionalists,58,F,81484,West,29.7,32624.13,97995.76,0.0,0.0,0.0,0.0,0.0,0.0,1921.42,26686.4,0.072,0.0,130619.89,1921.42,132541.31,3,19,168.71,3,6,0,28.1,7,20.3,2,273.89,3286.68,0.0326,Pre-Retirement
